FHDI_Herb_ID,Herb_Latin_Name,Herb_English_Name,Herb_Pinyin_Name,Herb_Chinese_Name,Properties,Meridians ,Use_Part,Function ,Indication,Toxicity ,Therapeutic_Class,Therapeutic _Class_Chinese,HERB_ID,SymMap_ID,NPASS_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
H00348,Scutellaria indica,Indian Skullcap,HAN XIN CAO,韩信草,NA,NA,whole herb with root,"To clear heat and resolve toxin, quicken blood and relieve pain, stanch bleeding and disperse swelling.","Swollen welling abscess and toxin of clove, pulmonary welling abscess, intestinal welling abscess, scrofula, poisonous snake bite, lung heat cough asthma, toothache, throat impediment, sore pharynx, pain in sinews and bones, blood ejection, hemoptysis, hematochezia, knocks and falls, bleeding due to external injury, itchy skin.",NA,NA,NA,HERB002143,NA,NPO20278,233892,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,NA
H00349,Mimosa pudica,Sensitive Plant,HAN XIU CAO,含羞草,NA,NA,whole herb,"To cool blood and resolve toxin, clear heat and disinhibit damp, quiet spirit and calm.","Common cold, infant ardent fever, bronchitis, hepatitis, gastritis, enteritis, conjunctivitis, calculus of urinary system, edema, taxation damage hemoptysis, nosebleed(epistaxis), hematuria, neurasthenia, neurosis, insomnia, toxin swelling of sores, zoster, knocks and falls.",NA,NA,NA,HERB002144,NA,NPO7191,76306,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,NA
H00350,Angelica taiwaniana,Taiwan Angelica Equivalent plant: Angelica dahurica cv Qibaizhi,HANG BAI ZHI,杭白芷,NA,NA,root,"To dispel wind and eliminate damp, free orifices and relieve pain, disperse swelling and expel pus.","Common cold with headache, eyebrow bone pain, toothache, nasal congestion, deep-source nasal congestion, enduring diarrhea due to damp, leukorrhea, sores with welling abscess and flat abscess, poisonous snake bites.",NA,NA,NA,HERB002145,NA,NPO8471,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00351,Flos Chrysanthemi,Chrysanthemum Flower,HANG JU,杭菊,Minor cold; Sweet; Bitter,Lung; Liver; Kidney,Chrysanthemum morifolium Ramat.,"Treatment of wind-heat type common cold, headache and dizziness, inflammation of the eye, blurred vision.","Treatment of wind-heat type common cold, headache and dizziness, inflammation of the eye, blurred vision.",NA,For relieving exterior syndrome,解表,HERB002147,NA,NA,13422,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,No Rank at Level Genus,NA
H00352,Fructus Carpesii,Common Carpesium Fruit,HE SHI,鹤虱,Bitter;  pungent;  neutral,Spleen; stomach,NA,To kill parasites,"Treatment of ascarisis, oxyuriais, taeniasis, abdominal pain or infantile malnutrition due to intestinal parasitosis.",slightly toxic,Antiparasitic Drugs,驱虫药,HERB002182,163,NPO16827,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00353,Polygonum multiflorum,Tuber Fleeceflower,HE SHOU WU,何首乌,Cold; Minor Warm; Sour; Bitter,Liver; Kidney,tuberoid,"To lower cholesterol, enrich yin and nourish blood, moisten intestines and free stool, interrupt malaria, dispel wind, resolve toxin.","Backache, neurasthenia, hyperlipemia, neurosis, insomnia, dizziness due to anemia, palpitation, limp aching lumbus and knees due to liver kidney yin vacuity, premature graying in beard and hair, tinnitus, emission, intestinal dry and constipation, enduring malaria, wind papule itching, sore and welling abscess, scrofula, hemorrhoids.",NA,For tonifying weakness,补虚,HERB002185,NA,NPO29417,76025,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,NA
H00354,Semen Juglandis,English Walnut Seed,HE TAO REN,核桃仁,NA,NA,NA,"To tonify the kidney, to warm the lung, and to relax the bowels.","It contains about 50% of fatty oil, exerting antitussive effect.",NA,Yang Reinforcing Drugs,补阳药,HERB002189,162,NPO29390,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00355,Folium Nelumbinis,Lotus leaf,HE YE,荷叶,Mild; Bitter,Spleen; Stomach; Liver,leaf,"To relieve summer-heat, to invigorate the spleen function of the spleen and arrest bleeding by reducing heat in blood.","Summerheat-heat vexation and thirst, summerheat-damp diarrhea, spleen vacuity diarrhea, blood heat, blood ejection, spontaneous external bleeding, hematochezia, flooding and spotting.",NA,Antipyretic Detoxicate Drugs,清热解毒药,HERB002191,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00356,Fructus Chebulae,Medicine Termilia Fruit,HE ZI,诃子,Mild; Sour; Bitter; Punkery,Lung; Large Intestine,fruit,"To check diarrhea and chronic cough, and to soothe the sore throat.","Chronic diarrhea and dysentery, hematochezia, prolapse of rectum, cough and asthma due to lung vacuity, incessant cough, aphonia due to throat pain.",NA,Astringent Medicinal,收涩药,HERB002194,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00357,Glycine max,Black Soyabean,HEI DA DOU,黑大豆,NA,NA,black seed,"To quicken blood and disinhibit water, dispel wind and resolve toxin, fortify spleen and boost kidney.","Edema distention fullness, wind toxin and beriberi, jaundice edema, kidney vacuity lumbago, enuresis, wind impediment and hypertonicity of sinews, postpartum wind tetany, clenched jaw, swelling toxin of welling abscess and sore, drug poisoning, food poisoning.",NA,NA,NA,HERB002206,NA,NPO7635,3847,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,NA
H00358,Semen Glycine Max,Black bean,HEI DOU,黑豆,Mild; Sweet,Spleen; Kidney,NA,NA,NA,NA,Yin-Tonifying Medicinal,补阴药,HERB002209,164,NA,3847,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,NA
H00360,Tripterygium regelii,Regel Threewingnut,HEI M AN,黑曼巴,NA,NA,whole herb or root,"To dispel wind and eliminate damp, disinhibit water and disperse edema, resolve toxin and kill worms.","Rheumatoid arthritis, jaundice, glomus accumulation, knocks and falls, scrofula, toxin swelling of sores, tinea capitis, itchy skin, poisonous snake bite.",NA,NA,NA,HERB002226,NA,NPO2348,123485,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Tripterygium,NA
H00361,Valeriana amurensis,Amur Valeriana,HEI SHUI XIE CAO,黑水缬草,NA,NA,root and rhizome,See Valeriana officinalis .,See Valeriana officinalis .,NA,NA,NA,HERB002237,NA,NPO18230,323660,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,NA
H00363,Scurrura atropurpurea,Black-purple Scurrula,HEI ZI LI GUO JI SHENG,黑子梨果寄生,NA,NA,NA,Anticarcinoma.,NA,NA,NA,NA,HERB002244,NA,NPO6084,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00366,Trifolium pratense,Red Clover,HONG CHE ZHOU CAO,红车轴草,NA,NA,flower and inflorescence,"To clear heat and relieve cough, dissipate binds and disperse swelling.","Common cold, cough and asthma, hard swelling, burns.",NA,NA,NA,HERB002258,NA,NPO22104,57577,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,NA
H00367,Capsicum annuum,Sweet Pepper Equivalent plant: Capsicum frutescens,HONG HAI JIAO,红海椒,NA,NA,fruit,"To warm center and dissipate cold, precipitate qi and disperse food.","Stomach cold and qi stagnation, distending pain in stomach duct, vomiting, diarrhea, wind-damp pain, frostbite.",NA,NA,NA,HERB002273,NA,NPO16501,4072,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,NA
H00368,NA,Herba hyperici,HONG HAN LIAN,红旱莲,NA,NA,NA,NA,NA,NA,NA,NA,HERB002275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00369,Flos Carthami,Safflower,HONG HUA,红花,Warm; Pungent,Liver; Heart,flower,"To activate blood circulation and stimulate menstrual discharge, and to remove blood stasis and relieve pain.","Amenorrhea, dysmenorrhea, retention of lochia, angina pectoris, cerebral thrombosis, neurodermatitis, concretion and conglomeration, lump glomus, knocks and falls, swollen pain due to bleeding.",NA,Blood Activating Stasis Removing Drugs,活血祛瘀药,HERB002276,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00370,Gentiana rhodantha,Redflower Gentian,HONG HUA LONG DAN,红花龙胆,NA,NA,whole herb with root,"To clear heat and disinhibit damp, cool blood and resolve toxin.","Cough and asthma due to lung heat, consumption cough with phlegm and blood, jaundice, dysentery, bloody stool, inhibited urination, postpartum fever, infant fright wind, gan accumulation, toxin swelling of sores, burns and scalds, snake bite.",NA,NA,NA,HERB002280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00371,Meconopsis punicea,Redflower Meconopsis,HONG HUA LV RONG HAO,红花绿绒蒿,NA,NA,whole herb with flower,"To clear heat and resolve toxin, disinhibit damp, relieve pain.","Ardent fever, tuberculosis, pneumonia, hepatitis, dysmenorrhea, leukorrhea, damp-heat edema, headache, hypertension.",NA,NA,NA,HERB002283,NA,NPO29105,248846,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Meconopsis,NA
H00372,Radix et Rhizoma Rhodiolae,all - grass of Rhodiola,HONG JING TIAN,红景天,Minor cold; Sweet; Punkery,Lung; Liver; Kidney,Rhodiola sacra (Hamet) S.H.Fu,For tonifying qi,NA,NA,For tonifying weakness,补虚,HERB002294,NA,NPO12916,202994,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,No Rank at Level Genus,NA
H00373,Chamaenerion angustifolium [Syn. Epilobium angustifolium ],Great Willowherb (Firewood),HONG KUAI ZI,红筷子,NA,NA,herb,"To disinhibit water and percolate damp, rectify qi and disperse swelling, quicken blood and regulate menstruation.","Edema, diarrhea, food accumulation distention and fullness, menstrual disorder, galactostasis, scrotal enlargement, itch-pain in sore and papules.",NA,NA,NA,HERB002296,NA,NPO30072,13055,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,NA
H00374,Herba Lagotidis,all-grass of Shorttube Lagotis,HONG LIAN,洪连,NA,NA,Lagotis glauca Gaertn,NA,NA,NA,NA,NA,HERB002298,NA,NPO8964,165307,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,No Rank at Level Genus,NA
H00375,NA,Hedysari Radix,HONG QI,红芪,NA,NA,NA,NA,to promote the drainage of pus and the growth of new tissue.,NA,Qi Reinforcing Drugs,补气药,HERB002309,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00376,Semen Oryzae cum Monasco Fermentatum,Red Yeast Rice,HONG QU,红曲,Warm; Sweet,Spleen; Large Intestine; Stomach,NA,For activating blood and reducing pain,NA,NA,Blood activation and stasis removal,活血化淤,HERB002314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00377,Radix Ginseng Rubra,Red Ginseng,HONG SHEN,红参,Warm; Mild; Bitter,Bladder; Large Intestine,NA,"Replenish vital essence, promote blood circualtion and relieve collapse. To reinforce qi and to stanch bleeding.","Treatment of collpase tendency due to asthenia, cool limbs and weak pulse. Qi cannot control blood, uterine bleeding, cardiac failure and cardiogenic shock.",NA,Qi Reinforcing Drugs,补气药,HERB002319,167,NPO15392,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00378,Magnolia officinalis,Officinal Magnolia Equivalent plant: Magnolia biloba,HOU PO,厚朴,NA,NA,bark,"To dry damp and disperse phlegm, precipitate qi and eliminate fullness, lower blood pressure.","Amebic dysentery, vomiting and diarrhea, food accumulation and qi stagnation, abdominal distention and constipation, phlegm-rheum cough asthma.",NA,NA,NA,HERB002339,NA,NPO4368,85864,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA
H00379,NA,Flos Magnoliae Officinalis,HOU PO HUA,厚朴花,NA,NA,NA,NA,NA,NA,NA,NA,HERB002340,NA,NPO4368,85864,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA
H00380,NA,Magnolia officinalis Rehd. Et Wils,HOU PO ZI,厚朴子,NA,NA,NA,NA,NA,NA,NA,NA,HERB002341,NA,NPO4368,85864,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA
H00381,Cortex Magnoliae officilis,bark of Officil magnolia,HOU PU,厚朴,Warm; Pungent; Bitter,Lung; Spleen; Large Intestine; Stomach,NA,To eliminate damp and relieve distension.,"1. Broad-spectrum antibacterial.2. Magnocurarine, one of the active components, can relaxstriated muscles.3. Its decoction stimulates the smooth muscles of intestines and bronchii in rabbits in vitro.4. Magnocuraine may also lower blood pressure and accelerate heart rate.",NA,Dampness Removing Drugs,化湿药,HERB002342,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00382,Flos Magnoliae Offcinalis,Officinal Magnolia Flower,HOU PU HUA,厚朴花,NA,NA,Magnolia officinalis Rehd. et wils.;Magnolia officinalis Rehd. et Wils. var. biloba Rehd. et Wils. (Fam. Magnoliaceae).,Treatment of feeling of stuffiness and distension in the chest and epigastrium with loss of appetite.,Treatment of feeling of stuffiness and distension in the chest and epigastrium with loss of appetite.,NA,NA,NA,HERB002343,NA,NPO13441,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00383,Saxifraga Stolonifera,stem or leaf of Fung Waxplant,HU ER CAO,虎耳草,Cold; Pungent; Bitter,Lung; Liver; Heart,whole herb,For clearing heat and removing toxic substances,"Wind papules, eczema, otitis media, erysipelas, cough with blood ejection, pulmonary welling abscess, flooding and spotting, hemorrhoids.",Extremely Toxic,Antipyretic Detoxicate Drugs,清热解毒药,HERB002365,176,NA,182070,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,NA
H00384,NA,Picrorhizae Rhizoma,HU HUANG LIAN,胡黄连,NA,NA,NA,NA,"Steaming bone tidal fever due to yin vacuity, night sweating, child gan accumulation, indigestion, abdominal distention and emaciation, dysentery, fever, gastrointestinal damp-heat diarrhea, hemorrhoids.",NA,Asthenic Heat Dispelling Drugs,清虚热药,HERB002369,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00385,Herba Visci,Colored Mistletoe Herb,HU JI SHENG,槲寄生,Mild; Bitter,Liver; Kidney,stem and branch-leaf,"To relieve rheumatic conditions, to replenish the liver and the kidney, to strengthen the tendons and the bones, and to prevent abortion.","Hypertension, cerebral and cardiovascular diseases, wind-damp impediment pain, limp aching lumbus and knees, stirring fetus in pregnancy.",NA,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,祛风湿筋骨药,HERB002370,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00386,Fructus Piperis,Pepper Fruit,HU JIAO,胡椒,Hot; Pungent,Large Intestine; Stomach,fruit,"To dispel cold from the stomach, and to eliminate phlegm.","Vomiting with stomach cold, abdominal pain and diarrhea, inappetence, convulsion, epilepsy and profuse phlegm.",NA,Warming Interior Drugs,温里药,HERB002371,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00387,NA,Trigonellae Semen,HU LU BA,胡芦巴,NA,NA,NA,NA,"Hyperlipemia, kidney vacuity cold, cold pain in lesser-abdomen, mounting qi , beriberi.",NA,Yang Reinforcing Drugs,补阳药,HERB002376,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00388,Tadehagi triquetrum,Triquetrous Tadehagi,HU LU CHA,葫芦茶,NA,NA,branch-leaf,"To clear heat and resolve toxin, disperse accumulation and disinhibit damp, kill worms.","Common cold with fever, swelling pain in throat, nephritis, icterohepatitis, enteritis, bacillary dysentery, vomiting in pregnancy, ancylostomiasis.",NA,NA,NA,HERB002377,NA,NPO19353,714511,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tadehagi,NA
H00389,Rhodiola subopposita,Oppositeleaf Rhodiola,HU SHENG HONG JING TIAN,互生红景天,NA,NA,NA,NA,NA,NA,NA,NA,HERB002387,NA,NA,1674046,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,NA
H00391,Rhizoma Polygoni cuspidati,rhizome of Gaint Knotweed,HU ZHANG,虎杖,Cold; Bitter,Lung; Liver; Gallbladder,rhizome,"To dispel wind and damp, to eliminate blood stasis and alleviate pain, to relieve cough, and to resolve phlegm.","Hyperlipemia, impediment pain in joints, damp-heat jaundice, toxic jaundice, child jaundice, amenorrhea, hepatitis, appendicitis, candida vaginitis, concretion and conglomeration, cough with profuse phlegm, burns and scalds, knocks and falls, swelling toxin of welling abscess and sore.",NA,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB002405,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00392,Fraxinus ornus,Flowering Ash,HUA BAI LA SHU,花白蜡树,NA,NA,NA,NA,NA,NA,NA,NA,HERB002409,NA,NPO13914,38874,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,NA
H00393,Radix Trichosanthis,root of Pedateleaf snakegourd,HUA FEN,花粉,Minor cold; Sweet; Slightly Bitter,Lung; Stomach,NA,NA,NA,NA,NA,NA,HERB002418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00394,Uncaria sinensis,Chinese Gambirplant,HUA GOU TENG,华钩藤,NA,NA,hooked stem-branch,See Uncaria rhynchophylla.,See Uncaria rhynchophylla.,NA,NA,NA,HERB002420,NA,NPO29352,655181,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Uncaria,NA
H00395,Pericarpium Zanthoxyli,Pricklyash Peel,HUA JIAO,花椒,Warm; Pungent,Spleen; Stomach; Kidney,pericarp,"To warm the spleen and the stomach and relieve pain, to kill worms, and to relieve itching.","Spleen-stomach vacuity cold, cold pain in stomach duct and abdomen, vomiting, diarrhea, abdominal pain and vomiting due to roundworm.",NA,Warming Interior Drugs,温里药,HERB002424,178,NPO15881,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00396,Exocarpium Citri grandis,Pummelo Peel,HUA JU HONG,化橘红,Mild; Bitter,Liver,NA,"To dispel cold, eliminate damp and phlegm, and arrest emesis or nausea.","Treatment of cough, itching of the throat and profuse expectoration in colds, nausea, vomiting and epigastric distension caused by improper diet or excessive drinking.",NA,Qi Regulating Drugs,理气药,HERB002428,181,NPO4109,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00397,Actinidia glaucophylla,Greyleaf Actinidia,HUA NAN MI HOU TAO,华南猕猴桃,NA,NA,NA,NA,NA,NA,NA,NA,HERB002438,NA,NPO20228,165706,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,NA
H00398,Evodia austrosinensis,South China Evodia,HUA NAN WU ZHU YU,华南吴茱萸,NA,NA,NA,NA,NA,NA,NA,NA,HERB002440,NA,NPO31078,354520,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Tetradium,NA
H00399,Ophicalcitum,Ophicalcite,HUA RUI SHI,花蕊石,Mild; Sour; Punkery,Liver,NA,"Treatment of hemoptysis, hematemesis, traumatic bleeding and pain.","Treatment of hemoptysis, hematemesis, traumatic bleeding and pain.",NA,Bleeding control,止血,HERB002443,NA,NPO19431,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00400,Symplocos chinensis,Chinese Sweetleaf,HUA SHAN FAN,华山矾,NA,NA,root,"To clear heat and resolve toxin, transform phlegm and interrupt malaria, free network vessels and relieve pain.","Common cold with fever, diarrhea and dysentery, swelling of sores and boils, poisonous snake bites, malaria, pain in sinews and bones, knocks and falls.",NA,NA,NA,HERB002445,NA,NPO8121,167894,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,NA
H00401,Testa Arachidis Hypogaeae,Semino-dermis Arachidis ,HUA SHENG YI,花生衣,Mild; Sweet; Punkery,Lung; Stomach; Liver,NA,To stop bleeding by astringing bleeding and enrich blood. ,"Inhibiting fibrinolysis, promoting thrombocytopoiesis and shortening the bleeding time.",NA,Astringent Hemostatic Medicinal,收敛止血药,HERB002448,179,NPO23418,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00402,Schisandra sphenanthera,Orange Magnoliavine,HUA ZHONG WU WEI ZI,华中五味子,NA,NA,fruit,See Schisandra chinensis .,See Schisandra chinensis .,NA,NA,NA,HERB002465,NA,NPO7385,13674,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Schisandra,NA
H00403,Sophora japonica,Ja panese Pagoda tree Root,HUAI GEN,槐根,NA,NA,root,"To dissipate stasis and disperse swelling, kill worms.","Hemorrhoids, throat impediment, ascariasis.",NA,NA,NA,HERB002471,NA,NPO20846,3897,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,NA
